pb_id,source_id,product_desc,pf_id,paralog_count,ortholog_count,gene_name,ortho_group
PBANKA_0211100,PBANKA_0211100.1,"vacuolar protein sorting-associated protein 53, putative",PF3D7_0727000,0,44,VPS53,OG5_128060
PBANKA_0211200,PBANKA_0211200.1,"conserved protein, unknown function",PF3D7_0727100,0,45,null,OG5_153534
PBANKA_0211300,PBANKA_0211300.1,"cysteine desulfurase, putative",PF3D7_0727200,0,44,NFS,OG5_126959
PBANKA_0211400,PBANKA_0211400.1,"DNA (cytosine-5)-methyltransferase, putative",PF3D7_0727300,0,44,DNMT,OG5_163933
PBANKA_0211500,PBANKA_0211500.1,"proteasome subunit alpha type-5, putative",PF3D7_0727400,0,44,null,OG5_127593
PBANKA_0211600,PBANKA_0211600.1,"mTERF domain-containing protein, putative",PF3D7_0727500,0,44,null,OG5_157735
PBANKA_0211700,PBANKA_0211700.1,"conserved Plasmodium protein, unknown function",PF3D7_0727600,0,44,null,OG5_157156
PBANKA_0211800,PBANKA_0211800.1,"conserved Plasmodium protein, unknown function",PF3D7_0727700,0,44,null,OG5_166519
PBANKA_0211900,PBANKA_0211900.1,"cation transporting ATPase, putative",PF3D7_0727800,0,43,null,OG5_127785
PBANKA_0212000,PBANKA_0212000.1,"conserved Plasmodium protein, unknown function",PF3D7_0727900,0,44,null,OG5_167000
PBANKA_0212100,PBANKA_0212100.1,eukaryotic translation initiation factor 2 subunit alpha,PF3D7_0728000,0,43,eIF2alpha,OG5_127433
PBANKA_0212200,PBANKA_0212200.1,"conserved Plasmodium protein, unknown function",PF3D7_0728100,0,46,null,OG5_161576
PBANKA_0212300,PBANKA_0212300.1,"actin-like protein, putative",PF3D7_0728200,0,43,ALP3,OG5_165414
PBANKA_0212400,PBANKA_0212400.1,"conserved protein, unknown function",PF3D7_0728300,0,43,null,OG5_147459
PBANKA_0212500,PBANKA_0212500.1,"conserved Plasmodium protein, unknown function",PF3D7_0728400,0,47,null,OG5_167001
PBANKA_0212600,PBANKA_0212600.1,"conserved Plasmodium protein, unknown function",PF3D7_0728500,0,42,null,OG5_182080
PBANKA_0212700,PBANKA_0212700.1,"RING zinc finger protein, putative",PF3D7_0728600,0,45,null,OG5_160903
PBANKA_0212800,PBANKA_0212800.1,"alpha/beta hydrolase, putative",PF3D7_0728700,0,44,null,OG5_135236
PBANKA_0212900,PBANKA_0212900.1,"conserved Plasmodium protein, unknown function",PF3D7_0728800,0,44,null,OG5_166414
PBANKA_0213000,PBANKA_0213000.1,"RNA-binding protein, putative",PF3D7_0728900,0,44,null,OG5_128874
PBANKA_0213100,PBANKA_0213100.1,"signal recognition particle subunit SRP9, putative",PF3D7_0729000,0,42,SRP9,OG5_130786
PBANKA_0213200,PBANKA_0213200.1,"conserved Plasmodium protein, unknown function",PF3D7_0729100,0,41,null,OG5_163128
PBANKA_0213300,PBANKA_0213300.1,"1-cys peroxiredoxin, putative",PF3D7_0729200,0,44,AOP,OG5_127915
PBANKA_0213400,PBANKA_0213400.1,"60S ribosomal export protein NMD3, putative",PF3D7_0729300,0,44,NMD3,OG5_127754
PBANKA_0213500,PBANKA_0213500.1,"ribosome biogenesis protein BRX1, putative",PF3D7_0729400,0,44,null,OG5_127903
PBANKA_0213600,PBANKA_0213600.1,"mRNA (N6-adenosine)-methyltransferase, putative",PF3D7_0729500,0,44,null,OG5_129618
PBANKA_0213700,PBANKA_0213700.1,"conserved Plasmodium protein, unknown function",PF3D7_0729600,0,43,null,OG5_150577
PBANKA_0213800,PBANKA_0213800.1,"conserved protein, unknown function",PF3D7_0729700,0,44,null,OG5_150578
PBANKA_0213900,PBANKA_0213900.1,"dynein light chain, putative",PF3D7_0729800,0,44,null,OG5_167002
PBANKA_0214000,PBANKA_0214000.1,"dynein heavy chain, putative","PF3D7_0729900,PF3D7_0905300,PF3D7_1023100,PF3D7_1122900",3,182,null,OG5_126558
PBANKA_0214100,PBANKA_0214100.1,"conserved protein, unknown function",PF3D7_0730000,0,43,null,OG5_156817
PBANKA_0214200,PBANKA_0214200.1,"tRNA pseudouridine synthase D, putative",PF3D7_0730100,0,44,null,OG5_163903
PBANKA_0214300,PBANKA_0214300.1,"AP-4 complex subunit beta, putative",PF3D7_0730200,0,44,null,OG5_130956
PBANKA_0214400,PBANKA_0214400.1,AP2 domain transcription factor AP2-L,PF3D7_0730300,0,44,AP2-L,OG5_157023
PBANKA_0214500,PBANKA_0214500.1,"IMP1-like protein, putative",PF3D7_0730400,0,44,IMP2,OG5_141730
PBANKA_0214951,PBANKA_0214951.1,"conserved rodent malaria protein, unknown function",PF3D7_0803600,3,67,null,OG5_139620
PBANKA_0216801,PBANKA_0216801.1,"reticulocyte binding protein, putative","PF3D7_1252400,PF3D7_1335300,PF3D7_1335400",11,233,null,OG5_130526
PBANKA_0300700,PBANKA_0300700.1,"nucleic acid binding protein, putative",PF3D7_0202600,0,43,null,OG5_167003
PBANKA_0300800,PBANKA_0300800.1,"octaprenyl pyrophosphate synthase, putative",PF3D7_0202700,0,42,OPP,OG5_126937
PBANKA_0300900,PBANKA_0300900.1,"conserved Plasmodium protein, unknown function",PF3D7_0202800,0,41,null,OG5_184620
PBANKA_0301000,PBANKA_0301000.1,"repetitive organellar protein, putative","PF3D7_0203000,PF3D7_0216700,PF3D7_0500800,PF3D7_0612200,PF3D7_0710200,PF3D7_1038400,PF3D7_1149000,PF3D7_1239800",5,300,ROPE,OG5_126585
PBANKA_0301100,PBANKA_0301100.1,"conserved Plasmodium protein, unknown function",PF3D7_0203200,0,44,null,OG5_153627
PBANKA_0301200,PBANKA_0301200.1,"ERCC1 nucleotide excision repair protein, putative",PF3D7_0203300,0,44,ERCC1,OG5_128697
PBANKA_0301300,PBANKA_0301300.1,"conserved Plasmodium protein, unknown function",PF3D7_0203400,0,44,null,OG5_162016
PBANKA_0301400,PBANKA_0301400.1,"conserved Plasmodium protein, unknown function",PF3D7_0203600,0,44,null,OG5_166415
PBANKA_0301500,PBANKA_0301500.1,"protein MAK16, putative",PF3D7_0203700,0,45,MAK16,OG5_128004
PBANKA_0301600,PBANKA_0301600.1,"conserved Plasmodium protein, unknown function",PF3D7_0203800,0,48,null,OG5_135176
PBANKA_0301700,PBANKA_0301700.1,"5'-3' exonuclease, putative",PF3D7_0203900,0,46,null,OG5_132022
PBANKA_0301800,PBANKA_0301800.1,"condensin-2 complex subunit H2, putative",PF3D7_0204000,0,48,null,OG5_165449
PBANKA_0301900,PBANKA_0301900.1,"Sel1 repeat-containing protein, putative",PF3D7_0204100,0,45,null,OG5_153560
PBANKA_0302000,PBANKA_0302000.1,"conserved Plasmodium protein, unknown function",PF3D7_0204200,0,44,null,OG5_142839
PBANKA_0302100,PBANKA_0302100.1,"conserved Plasmodium protein, unknown function",PF3D7_0204300,0,44,null,OG5_167004
PBANKA_0302200,PBANKA_0302200.1,"dynein light chain, putative",PF3D7_0204400,0,43,null,OG5_130346
PBANKA_0302300,PBANKA_0302300.1,"aspartate aminotransferase, putative",PF3D7_0204500,0,46,AspAT,OG5_126737
PBANKA_0302400,PBANKA_0302400.1,"5'-3' exonuclease, putative",PF3D7_0204600,0,45,null,OG5_165456
PBANKA_0302500,PBANKA_0302500.1,hexose transporter,PF3D7_0204700,0,44,HT,OG5_127135
PBANKA_0302600,PBANKA_0302600.1,"3'-5' exonuclease, putative",PF3D7_0204800,0,44,null,OG5_162652
PBANKA_0302700,PBANKA_0302700.1,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial, putative",PF3D7_0204900,0,44,COQ5,OG5_127211
PBANKA_0302800,PBANKA_0302800.1,"conserved Plasmodium protein, unknown function",PF3D7_0205100,0,43,null,OG5_167005
PBANKA_0302900,PBANKA_0302900.1,"MORN repeat protein, putative",PF3D7_0205200,0,44,null,OG5_157837
PBANKA_0303000,PBANKA_0303000.1,"conserved Plasmodium protein, unknown function",PF3D7_0205300,0,43,null,OG5_166525
PBANKA_0303100,PBANKA_0303100.1,"PCI domain-containing protein, putative",PF3D7_0205400,0,44,null,OG5_128308
PBANKA_0303200,PBANKA_0303200.1,"DNA-directed RNA polymerase II 16 kDa subunit, putative",PF3D7_0205500,0,44,null,OG5_128606
PBANKA_0303300,PBANKA_0303300.1,"conserved Plasmodium protein, unknown function",PF3D7_0205600,0,44,null,OG5_147451
PBANKA_0303400,PBANKA_0303400.1,"RNA-binding protein, putative",PF3D7_0205700,0,47,null,OG5_161668
PBANKA_0303500,PBANKA_0303500.1,"PH domain-containing protein, putative",PF3D7_0205800,0,44,PH1,OG5_135658
PBANKA_0303600,PBANKA_0303600.1,"26S proteasome regulatory subunit RPN1, putative",PF3D7_0205900,0,44,RPN1,OG5_127950
PBANKA_0303700,PBANKA_0303700.1,"DNA repair protein RAD2, putative",PF3D7_0206000,0,45,RAD2,OG5_128675
PBANKA_0303800,PBANKA_0303800.1,cysteine desulfuration protein SufE,PF3D7_0206100,0,45,SufE,OG5_127283
PBANKA_0303900,PBANKA_0303900.1,pantothenate transporter,PF3D7_0206200,0,44,PAT,OG5_131121
PBANKA_0304000,PBANKA_0304000.1,"pentafunctional AROM polypeptide, putative",PF3D7_0206300,0,43,AROM,OG5_160813
PBANKA_0304100,PBANKA_0304100.1,"conserved Plasmodium protein, unknown function",PF3D7_0206500,0,18,null,OG5_167006
PBANKA_0304200,PBANKA_0304200.1,"DNA-directed RNA polymerase III subunit RPC10, putative",PF3D7_0206600,0,44,null,OG5_127419
PBANKA_0304300,PBANKA_0304300.1,"adenylosuccinate lyase, putative",PF3D7_0206700,0,45,ADSL,OG5_130883
PBANKA_0304400,PBANKA_0304400.1,merozoite surface protein 4/5,PF3D7_0207000,0,43,MSP4/5,OG5_167007
PBANKA_0304500,PBANKA_0304500.1,"conserved Plasmodium protein, unknown function",PF3D7_0207100,0,45,null,OG5_154443
PBANKA_0304600,PBANKA_0304600.1,"iron-sulfur assembly protein, putative","PF3D7_0207200,PF3D7_0522700",1,75,null,OG5_127463
PBANKA_0304700,PBANKA_0304700.1,serine repeat antigen 5,PF3D7_0207300,0,46,SERA5,OG5_167008
PBANKA_0304800,PBANKA_0304800.1,serine repeat antigen 4,"PF3D7_0207400,PF3D7_0207500,PF3D7_0207600,PF3D7_0207700,PF3D7_0207800,PF3D7_0207900,PF3D7_0208000,PF3D7_0902800",3,331,SERA4,OG5_132467
PBANKA_0304900,PBANKA_0304900.1,serine repeat antigen 3,"PF3D7_0207400,PF3D7_0207500,PF3D7_0207600,PF3D7_0207700,PF3D7_0207800,PF3D7_0207900,PF3D7_0208000,PF3D7_0902800",3,331,SERA3,OG5_132467
PBANKA_0305000,PBANKA_0305000.1,serine repeat antigen 2,"PF3D7_0207400,PF3D7_0207500,PF3D7_0207600,PF3D7_0207700,PF3D7_0207800,PF3D7_0207900,PF3D7_0208000,PF3D7_0902800",3,331,SERA2,OG5_132467
PBANKA_0305100,PBANKA_0305100.1,serine repeat antigen 1,"PF3D7_0207400,PF3D7_0207500,PF3D7_0207600,PF3D7_0207700,PF3D7_0207800,PF3D7_0207900,PF3D7_0208000,PF3D7_0902800",3,331,SERA1,OG5_132467
PBANKA_0305200,PBANKA_0305200.1,"conserved Plasmodium protein, unknown function",PF3D7_0208100,0,49,null,OG5_130428
PBANKA_0305300,PBANKA_0305300.1,"KRR1 small subunit processome component, putative",PF3D7_0208200,0,44,KRR1,OG5_127855
PBANKA_0305400,PBANKA_0305400.1,"conserved Plasmodium protein, unknown function",PF3D7_0208300,0,44,null,OG5_161722
PBANKA_0305500,PBANKA_0305500.1,"conserved Plasmodium protein, unknown function",PF3D7_0208400,0,46,null,OG5_162066
PBANKA_0305600,PBANKA_0305600.1,"acyl carrier protein, putative",PF3D7_0208500,0,43,ACP,OG5_127028
PBANKA_0305700,PBANKA_0305700.1,"ribosome-recycling factor, putative",PF3D7_0208600,0,44,RRF1,OG5_164978
PBANKA_0305800,PBANKA_0305800.1,"conserved Plasmodium protein, unknown function",PF3D7_0208700,0,48,null,OG5_142894
PBANKA_0305900,PBANKA_0305900.1,"conserved Plasmodium protein, unknown function",PF3D7_0208800,0,45,null,OG5_167009
PBANKA_0306000,PBANKA_0306000.1,6-cysteine protein P230p,PF3D7_0208900,0,44,P230p,OG5_167010
PBANKA_0306100,PBANKA_0306100.1,6-cysteine protein P230,PF3D7_0209000,0,46,P230,OG5_162067
PBANKA_0306200,PBANKA_0306200.1,"patatin-like phospholipase, putative",PF3D7_0209100,0,44,null,OG5_137339
PBANKA_0306300,PBANKA_0306300.1,"exosome complex component MTR3, putative",PF3D7_0209200,0,47,MTR3,OG5_128529
PBANKA_0306400,PBANKA_0306400.1,"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, putative",PF3D7_0209300,0,44,IspF,OG5_130616
PBANKA_0306500,PBANKA_0306500.1,"conserved protein, unknown function",PF3D7_0209400,0,46,null,OG5_128461
PBANKA_0306600,PBANKA_0306600.1,"conserved Plasmodium protein, unknown function",PF3D7_0209500,0,45,null,OG5_166153
PBANKA_0306700,PBANKA_0306700.1,"transporter, putative",PF3D7_0209600,0,44,null,OG5_139037
PBANKA_0306800,PBANKA_0306800.1,"ATP-dependent RNA helicase UAP56, putative",PF3D7_0209800,0,44,UAP56,OG5_127438
PBANKA_0306900,PBANKA_0306900.1,"Sec61-gamma subunit of protein translocation complex, putative",PF3D7_0210000,0,44,null,OG5_127987
PBANKA_0307000,PBANKA_0307000.1,"60S ribosomal protein L37ae, putative",PF3D7_0210100,0,48,null,OG5_127166
PBANKA_0307100,PBANKA_0307100.1,"conserved Plasmodium protein, unknown function",PF3D7_0210200,0,45,null,OG5_147413
PBANKA_0307200,PBANKA_0307200.1,"monocarboxylate transporter, putative",PF3D7_0210300,0,44,null,OG5_127853
PBANKA_0307300,PBANKA_0307300.1,"50S ribosomal protein L33, putative",PF3D7_0210400,0,43,null,OG5_156492
PBANKA_0307400,PBANKA_0307400.1,"conserved Plasmodium protein, unknown function",PF3D7_0210500,0,45,null,OG5_161403
PBANKA_0307500,PBANKA_0307500.1,"conserved protein, unknown function",PF3D7_0210600,0,44,null,OG5_141751
PBANKA_0307600,PBANKA_0307600.1,"syntaxin, putative",PF3D7_0210700,0,44,null,OG5_126868
PBANKA_0307700,PBANKA_0307700.1,"conserved Plasmodium protein, unknown function",PF3D7_0210800,0,43,null,OG5_173789
PBANKA_0307800,PBANKA_0307800.1,"conserved Plasmodium protein, unknown function",PF3D7_0210900,0,43,null,OG5_173790
PBANKA_0307900,PBANKA_0307900.1,"conserved Plasmodium protein, unknown function",PF3D7_0211100,0,45,null,OG5_157770
PBANKA_0308000,PBANKA_0308000.1,"ras-related protein Rab-5A, putative",PF3D7_0211200,0,44,RAB5a,OG5_156836
PBANKA_0308100,PBANKA_0308100.1,"ubiquinol-cytochrome-c reductase complex assembly factor 1, putative",PF3D7_0211300,0,41,null,OG5_147114
PBANKA_0308200,PBANKA_0308200.1,"apicoplast beta-ketoacyl-acyl carrier protein synthase III precursor, putative",PF3D7_0211400,0,44,null,OG5_129509
PBANKA_0308300,PBANKA_0308300.1,"GAF domain-related protein, putative",PF3D7_0211500,0,45,null,OG5_150752
PBANKA_0308400,PBANKA_0308400.1,"UDP-N-acetylglucosamine transferase subunit ALG14, putative",PF3D7_0211600,0,43,ALG14,OG5_128444
PBANKA_0308500,PBANKA_0308500.1,"tyrosine kinase-like protein, putative",PF3D7_0211700,0,44,TKL1,OG5_130251
PBANKA_0308600,PBANKA_0308600.1,"asparagine--tRNA ligase, putative","PF3D7_0211800,PF3D7_0509600",1,88,null,OG5_126756
PBANKA_0308700,PBANKA_0308700.1,"pseudouridine synthase, putative",PF3D7_0211900,0,43,null,OG5_173791
PBANKA_0308800,PBANKA_0308800.1,"GDP-fructose:GMP antiporter, putative",PF3D7_0212000,0,45,null,OG5_129805
PBANKA_0309000,PBANKA_0309000.1,"ribosomal protein L12, mitochondrial, putative","PF3D7_0212200,PF3D7_0524600",1,86,null,OG5_126884
PBANKA_0309100,PBANKA_0309100.1,"peptide chain release factor subunit 1, putative",PF3D7_0212300,0,44,null,OG5_127250
PBANKA_0309200,PBANKA_0309200.1,"conserved Plasmodium protein, unknown function",PF3D7_0212400,0,46,null,OG5_153628
PBANKA_0309400,PBANKA_0309400.1,"conserved Plasmodium protein, unknown function",PF3D7_0212500,0,51,null,OG5_157148
PBANKA_0309500,PBANKA_0309500.1,"secreted protein with altered thrombospondin repeat domain, putative",PF3D7_0212600,0,45,SPATR,OG5_158050
PBANKA_0309600,PBANKA_0309600.1,SRR1-like protein,PF3D7_0212700,0,44,null,OG5_156591
PBANKA_0309700,PBANKA_0309700.1,"multidrug efflux pump, putative",PF3D7_0212800,0,45,MATE,OG5_167011
PBANKA_0309800,PBANKA_0309800.1,"arginyl-tRNA--protein transferase, putative",PF3D7_0212900,0,47,ATEL1,OG5_135185
PBANKA_0309900,PBANKA_0309900.1,"conserved protein, unknown function",PF3D7_0213000,0,45,null,OG5_153562
PBANKA_0310000,PBANKA_0310000.1,"protein SIS1, putative","PF3D7_0201800,PF3D7_0213100,PF3D7_0501100",0,106,SIS1,OG5_126773
PBANKA_0310100,PBANKA_0310100.1,"conserved protein, unknown function",PF3D7_0213200,0,44,null,OG5_150556
PBANKA_0310200,PBANKA_0310200.1,"conserved protein, unknown function",PF3D7_0213300,0,37,null,OG5_160589
PBANKA_0310300,PBANKA_0310300.1,protein kinase 7,PF3D7_0213400,0,45,PK7,OG5_145294
PBANKA_0310400,PBANKA_0310400.1,"tetratricopeptide repeat protein, putative",PF3D7_0213500,0,44,null,OG5_166938
PBANKA_0310500,PBANKA_0310500.1,"conserved Plasmodium protein, unknown function",PF3D7_0213600,0,46,null,OG5_165033
PBANKA_0310600,PBANKA_0310600.1,"conserved protein, unknown function",PF3D7_0213700,0,45,null,OG5_129950
PBANKA_0310700,PBANKA_0310700.1,"conserved protein, unknown function",PF3D7_0213800,0,41,null,OG5_172398
PBANKA_0310800,PBANKA_0310800.1,"RTR1 domain-containing protein, putative",PF3D7_0213900,0,45,null,OG5_167012
PBANKA_0310900,PBANKA_0310900.1,"T-complex protein 1 subunit theta, putative",PF3D7_0214000,0,44,CCT8,OG5_127923
PBANKA_0311000,PBANKA_0311000.1,"protein transport protein SEC31, putative",PF3D7_0214100,0,45,SEC31,OG5_127506
PBANKA_0311100,PBANKA_0311100.1,"ribosomal protein L13, mitochondrial, putative",PF3D7_0214200,0,43,mRPL13,OG5_127268
PBANKA_0311200,PBANKA_0311200.1,"conserved protein, unknown function",PF3D7_0214400,0,44,null,OG5_128863
PBANKA_0311300,PBANKA_0311300.1,"conserved Plasmodium protein, unknown function",PF3D7_0214500,0,44,null,OG5_167013
PBANKA_0311400,PBANKA_0311400.1,"serine/threonine protein kinase, putative",PF3D7_0214600,0,39,null,OG5_162068
PBANKA_0311500,PBANKA_0311500.1,"conserved Plasmodium protein, unknown function",PF3D7_0214700,0,44,null,OG5_167014
PBANKA_0311600,PBANKA_0311600.1,"conserved Plasmodium protein, unknown function",PF3D7_0214800,0,44,null,OG5_167015
PBANKA_0311700,PBANKA_0311700.1,"rhoptry neck protein 6, putative",PF3D7_0214900,0,44,RON6,OG5_150575
PBANKA_0311800,PBANKA_0311800.1,"acyl-CoA synthetase, putative","PF3D7_0215300,PF3D7_0301000,PF3D7_0401900,PF3D7_0731600,PF3D7_1200700,PF3D7_1253400,PF3D7_1372400,PF3D7_1477900,PF3D7_1479000",0,294,ACS9,OG5_136613
PBANKA_0311900,PBANKA_0311900.1,"RING zinc finger protein, putative",PF3D7_0215100,0,46,null,OG5_128926
PBANKA_0312000,PBANKA_0312000.1,"conserved Plasmodium protein, unknown function",PF3D7_0215200,0,44,null,OG5_167016
PBANKA_0312100,PBANKA_0312100.1,"conserved Plasmodium protein, unknown function",PF3D7_0215400,0,45,null,OG5_156819
PBANKA_0312200,PBANKA_0312200.1,"conserved Plasmodium protein, unknown function",PF3D7_0215500,0,43,null,OG5_166876
PBANKA_0312300,PBANKA_0312300.1,"conserved Plasmodium protein, unknown function",PF3D7_0215600,0,44,null,OG5_167017
PBANKA_0312400,PBANKA_0312400.1,"DNA-directed RNA polymerase II subunit RPB2, putative","PF3D7_0215700,PF3D7_1206600",1,88,RPB2,OG5_126694
PBANKA_0312500,PBANKA_0312500.1,"origin recognition complex subunit 5, putative",PF3D7_0215800,0,44,ORC5,OG5_150537
PBANKA_0312600,PBANKA_0312600.1,"palmitoyltransferase DHHC11, putative",PF3D7_0215900,0,43,DHHC11,OG5_130659
PBANKA_0312700,PBANKA_0312700.1,"DEAD/DEAH box helicase, putative",PF3D7_0216000,0,46,null,OG5_127595
PBANKA_0312800,PBANKA_0312800.1,"conserved Plasmodium protein, unknown function",PF3D7_0216100,0,50,null,OG5_167018
PBANKA_0312900,PBANKA_0312900.1,"conserved Plasmodium protein, unknown function",PF3D7_0216200,0,45,null,OG5_165926
PBANKA_0313000,PBANKA_0313000.1,"conserved Plasmodium protein, unknown function",PF3D7_0216300,0,55,null,OG5_160784
PBANKA_0313100,PBANKA_0313100.1,"vacuolar protein sorting-associated protein 45, putative",PF3D7_0216400,0,43,VPS45,OG5_127632
PBANKA_0313200,PBANKA_0313200.1,"conserved Plasmodium protein, unknown function",PF3D7_0216500,0,44,null,OG5_167019
PBANKA_0313300,PBANKA_0313300.1,MtN3-like protein,PF3D7_0216600,0,44,null,OG5_127038
PBANKA_0313400,PBANKA_0313400.1,"autophagy-related protein 11, putative","PF3D7_0203000,PF3D7_0216700,PF3D7_0500800,PF3D7_0612200,PF3D7_0710200,PF3D7_1038400,PF3D7_1149000,PF3D7_1239800",5,300,ATG11,OG5_126585
PBANKA_0313500,PBANKA_0313500.1,"TMEM121 domain-containing protein, putative",PF3D7_0216800,0,44,null,OG5_140543
PBANKA_0313600,PBANKA_0313600.1,"conserved Plasmodium protein, unknown function",PF3D7_0216900,0,44,null,OG5_167020
PBANKA_0313700,PBANKA_0313700.1,"conserved Plasmodium membrane protein, unknown function",PF3D7_0217000,0,44,null,OG5_161690
PBANKA_0313800,PBANKA_0313800.1,"ATP synthase subunit alpha, mitochondrial, putative",PF3D7_0217100,0,44,null,OG5_127165
PBANKA_0313900,PBANKA_0313900.1,"conserved Plasmodium protein, unknown function",PF3D7_0217200,0,44,null,OG5_165885
PBANKA_0314000,PBANKA_0314000.1,"AP-2 complex subunit sigma, putative",PF3D7_0217300,0,44,AP2S,OG5_128581
PBANKA_0314100,PBANKA_0314100.1,"conserved protein, unknown function",PF3D7_0217400,0,44,null,OG5_156827
PBANKA_0314200,PBANKA_0314200.1,calcium-dependent protein kinase 1,"PF3D7_0217500,PF3D7_0310100,PF3D7_0610600,PF3D7_0717500,PF3D7_1337800",3,203,CDPK1,OG5_126600
PBANKA_0314300,PBANKA_0314300.1,"conserved Plasmodium protein, unknown function",PF3D7_0217600,0,45,null,OG5_157722
PBANKA_0314400,PBANKA_0314400.1,"E2F-associated phosphoprotein, putative",PF3D7_0217700,0,43,null,OG5_131785
PBANKA_0314500,PBANKA_0314500.1,"40S ribosomal protein S26, putative",PF3D7_0217800,0,43,RPS26,OG5_127138
PBANKA_0314600,PBANKA_0314600.1,"conserved Plasmodium protein, unknown function",PF3D7_0217900,0,44,null,OG5_164154
PBANKA_0314700,PBANKA_0314700.1,"replication factor C subunit 2, putative",PF3D7_0218000,0,44,RFC2,OG5_128040
PBANKA_0314800,PBANKA_0314800.1,"conserved protein, unknown function",PF3D7_0218100,0,44,null,OG5_147636
